Year,Month,Day,Country,Region,city,latitude,longitude,AttackType,Killed,Wounded,Group,Target_type,Sub_Target,success,suicide,Weapon_type,Sub_Weapon_type,Motive,Summary,addnotes,Total_num,casualities
1986,9,5,Pakistan,South Asia,Karachi,24.893379,67.028061,Hijacking,20.0,150.0,Abu Nidal Organization (ANO),Airports & Aircraft,Aircraft (not at an airport),1,0,Firearms,Automatic Weapon,,,,170.0,1
1986,10,25,Colombia,South America,Bogota,4.5981,-74.07603,Bombing/Explosion,3.0,0.0,Rebels,Private Citizens & Property,House/Apartment/Residence,1,0,Unknown,,,,,3.0,1
1986,12,24,Bangladesh,South Asia,Dhaka,23.811388,90.41210600000001,Armed Assault,19.0,0.0,Shanti Bahini - Peace Force,Business,Entertainment/Cultural/Stadium/Casino,1,0,Firearms,Automatic Weapon,,,,19.0,1
1987,7,6,Spain,Western Europe,Madrid,40.416691,-3.7003449999999996,Assassination,0.0,1.0,Mujahedin-e Khalq (MEK),Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",0,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,1.0,1
1987,11,8,West Bank and Gaza Strip,Middle East & North Africa,Gaza,31.522561,34.453593,Hostage Taking (Kidnapping),0.0,0.0,Abu Nidal Organization (ANO),Maritime,Civilian Maritime,1,0,Unknown,,,,,0.0,0
1987,11,8,Lebanon,Middle East & North Africa,Beirut,33.888628999999995,35.495478999999996,Hijacking,0.0,0.0,Abu Nidal Organization (ANO),Maritime,Civilian Maritime,1,0,Firearms,Automatic Weapon,,,,0.0,0
1988,3,21,Myanmar,Southeast Asia,Kyaikto Township,17.30819,97.010284,Armed Assault,5.0,16.0,Karen National Union,Religious Figures/Institutions,,1,0,Firearms,Automatic Weapon,,,,21.0,1
1988,3,21,Myanmar,Southeast Asia,Kyaikto Township,17.30819,97.010284,Bombing/Explosion,0.0,0.0,Karen National Union,Religious Figures/Institutions,,1,0,Explosives/Bombs/Dynamite,Grenade,,,,0.0,0
1988,3,21,Myanmar,Southeast Asia,Kyaikto Township,17.30819,97.010284,Bombing/Explosion,0.0,0.0,Karen National Union,Religious Figures/Institutions,,1,0,Explosives/Bombs/Dynamite,Grenade,,,,0.0,0
1988,3,21,Myanmar,Southeast Asia,Kyaikto Township,17.30819,97.010284,Bombing/Explosion,0.0,0.0,Karen National Union,Religious Figures/Institutions,,1,0,Explosives/Bombs/Dynamite,Grenade,,,,0.0,0
1988,3,21,Myanmar,Southeast Asia,Kyaikto Township,17.30819,97.010284,Bombing/Explosion,0.0,0.0,Karen National Union,Religious Figures/Institutions,,1,0,Explosives/Bombs/Dynamite,Grenade,,,,0.0,0
1988,3,24,Lebanon,Middle East & North Africa,Sidon,33.562839000000004,35.36887,Assassination,2.0,0.0,Abu Nidal Organization (ANO),Violent Political Party,Party Official/Candidate/Other Personnel,1,0,Firearms,Automatic Weapon,,,,2.0,1
1988,3,24,Lebanon,Middle East & North Africa,Sidon,33.562839000000004,35.36887,Assassination,0.0,1.0,Abu Nidal Organization (ANO),Violent Political Party,Party Official/Candidate/Other Personnel,0,0,Firearms,Automatic Weapon,,,,1.0,1
1988,4,10,Myanmar,Southeast Asia,Kawkareik,16.556038,98.238881,Armed Assault,3.0,7.0,Karen National Union,Private Citizens & Property,Vehicles/Transportation,1,0,Firearms,Automatic Weapon,,,,10.0,1
1988,4,24,Bangladesh,South Asia,Comillatilla,,,Armed Assault,7.0,12.0,Shanti Bahini - Peace Force,Private Citizens & Property,Village/City/Town/Suburb,1,0,Firearms,Automatic Weapon,,,,19.0,1
1988,5,1,Bangladesh,South Asia,Sylhet,24.900489999999998,91.881015,Assassination,0.0,10.0,Shanti Bahini - Peace Force,Private Citizens & Property,Village/City/Town/Suburb,1,0,Firearms,Automatic Weapon,,,,10.0,1
1988,5,1,Bangladesh,South Asia,Manikchhari,22.841723,91.83671,Armed Assault,13.0,0.0,Shanti Bahini - Peace Force,Private Citizens & Property,Village/City/Town/Suburb,1,0,Firearms,Automatic Weapon,,,,13.0,1
1988,5,1,Bangladesh,South Asia,Malupara,,,Armed Assault,0.0,0.0,Shanti Bahini - Peace Force,Private Citizens & Property,Village/City/Town/Suburb,1,0,Firearms,Automatic Weapon,,,,0.0,0
1988,5,2,Bangladesh,South Asia,Sylhet,24.900489999999998,91.881015,Armed Assault,5.0,0.0,Shanti Bahini - Peace Force,Private Citizens & Property,Unnamed Civilian/Unspecified,1,0,Firearms,Automatic Weapon,,,,5.0,1
1988,5,2,Bangladesh,South Asia,Mahajanpara,22.11569,92.401016,Assassination,8.0,8.0,Shanti Bahini - Peace Force,Private Citizens & Property,Village/City/Town/Suburb,1,0,Firearms,Automatic Weapon,,,,16.0,1
1988,5,11,Bangladesh,South Asia,Unknown,,,Armed Assault,4.0,0.0,Shanti Bahini - Peace Force,Private Citizens & Property,Laborer (General)/Occupation Identified,1,0,Firearms,Automatic Weapon,,,,4.0,1
1988,5,21,Bangladesh,South Asia,Rangapani,22.706944,91.69805600000001,Armed Assault,3.0,7.0,Shanti Bahini - Peace Force,Private Citizens & Property,Laborer (General)/Occupation Identified,1,0,Firearms,Automatic Weapon,,,,10.0,1
1988,5,23,Bangladesh,South Asia,Bandarban District,22.152432,92.242527,Hostage Taking (Kidnapping),0.0,0.0,Shanti Bahini - Peace Force,Government (General),"Government Personnel (excluding police, military)",1,0,Firearms,Automatic Weapon,,,,0.0,0
1988,6,4,Bangladesh,South Asia,Sylhet,24.900489999999998,91.881015,Armed Assault,2.0,0.0,Shanti Bahini - Peace Force,Private Citizens & Property,Laborer (General)/Occupation Identified,1,0,Firearms,Automatic Weapon,,,,2.0,1
1988,6,5,Bangladesh,South Asia,Chittagong,22.354442000000002,91.830239,Armed Assault,2.0,0.0,Shanti Bahini - Peace Force,Private Citizens & Property,Farmer,1,0,Firearms,Automatic Weapon,,,,2.0,1
1988,7,14,Bangladesh,South Asia,Harinathpur,25.322418,89.368923,Assassination,4.0,7.0,Shanti Bahini - Peace Force,Government (General),Government Building/Facility/Office,1,0,Firearms,Automatic Weapon,,,,11.0,1
1988,7,20,Bangladesh,South Asia,Fulchhari,21.604383,92.050719,Armed Assault,12.0,15.0,Shanti Bahini - Peace Force,Private Citizens & Property,Village/City/Town/Suburb,1,0,Firearms,Automatic Weapon,,,,27.0,1
1988,7,20,Bangladesh,South Asia,Garajantilla,,,Assassination,0.0,0.0,Shanti Bahini - Peace Force,Private Citizens & Property,Village/City/Town/Suburb,1,0,Firearms,Automatic Weapon,,,,0.0,0
1988,7,23,Bangladesh,South Asia,Unknown,,,Armed Assault,12.0,15.0,Shanti Bahini - Peace Force,Private Citizens & Property,Village/City/Town/Suburb,1,0,Firearms,Automatic Weapon,,,,27.0,1
1988,7,24,Bangladesh,South Asia,Unknown,,,Assassination,5.0,4.0,Shanti Bahini - Peace Force,Maritime,,1,0,Firearms,Automatic Weapon,,,,9.0,1
1988,8,2,Bangladesh,South Asia,Unknown,,,Hostage Taking (Kidnapping),2.0,,Shanti Bahini - Peace Force,Private Citizens & Property,Village/City/Town/Suburb,1,0,Firearms,Automatic Weapon,,,,,0
1988,8,20,Israel,Middle East & North Africa,Haifa,32.793921000000005,34.990615000000005,Bombing/Explosion,1.0,25.0,Abu Nidal Organization (ANO),Private Citizens & Property,Marketplace/Plaza/Square,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,26.0,1
1988,11,17,Lebanon,Middle East & North Africa,Sidon,33.562839000000004,35.36887,Hostage Taking (Kidnapping),0.0,0.0,Abu Nidal Organization (ANO),NGO,International NGO,1,0,Firearms,Handgun,,,,0.0,0
1988,11,21,Myanmar,Southeast Asia,Leiktho,19.084165,96.590924,Bombing/Explosion,0.0,0.0,Karen National Union,Utilities,Electricity,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,0.0,0
1988,11,29,Myanmar,Southeast Asia,Kyaikkaw,17.303373999999998,97.021789,Bombing/Explosion,0.0,0.0,Karen National Union,Transportation,Train/Train Tracks/Trolley,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,0.0,0
1988,12,26,Israel,Middle East & North Africa,Al-Manara,33.195757,35.5444,Armed Assault,3.0,7.0,Abu Nidal Organization (ANO),Military,Military Barracks/Base/Headquarters/Checkpost,1,0,Firearms,Automatic Weapon,,,,10.0,1
1989,1,6,Bangladesh,South Asia,Unknown,,,Hostage Taking (Kidnapping),0.0,0.0,Shanti Bahini - Peace Force,Private Citizens & Property,Unnamed Civilian/Unspecified,1,0,Firearms,Automatic Weapon,,,,0.0,0
1989,2,8,Myanmar,Southeast Asia,Pa-an,16.883566000000002,97.642772,Armed Assault,1.0,5.0,Karen National Union,Government (General),Government Building/Facility/Office,1,0,Firearms,Automatic Weapon,,,,6.0,1
1989,2,11,Myanmar,Southeast Asia,Yinyon village,14.245151000000002,98.203749,Armed Assault,0.0,6.0,Karen National Union,Private Citizens & Property,Village/City/Town/Suburb,1,0,Firearms,Automatic Weapon,,,,6.0,1
1989,2,11,Myanmar,Southeast Asia,Kyondo,16.598451,98.042156,Armed Assault,1.0,1.0,Karen National Union,Private Citizens & Property,Vehicles/Transportation,1,0,Firearms,Automatic Weapon,,,,2.0,1
1989,2,11,Myanmar,Southeast Asia,Wekarein,16.726206,97.911457,Armed Assault,8.0,7.0,Karen National Union,Police,Police Patrol (including vehicles and convoys),1,0,Firearms,Automatic Weapon,,,,15.0,1
1989,2,13,Myanmar,Southeast Asia,Htonaing,16.881154000000002,97.63851700000001,Armed Assault,0.0,0.0,Karen National Union,Private Citizens & Property,Village/City/Town/Suburb,1,0,Firearms,Automatic Weapon,,,,0.0,0
1989,2,14,India,South Asia,Senapani,29.060833000000002,79.982778,Assassination,1.0,0.0,Bodo Militants,Transportation,Train/Train Tracks/Trolley,1,0,Firearms,Rifle/Shotgun (non-automatic),,,,1.0,1
1989,2,14,Myanmar,Southeast Asia,hmawbi,17.108936,96.02802,Armed Assault,0.0,0.0,Karen National Union,Private Citizens & Property,House/Apartment/Residence,1,0,Incendiary,,,,,0.0,0
1989,2,14,Myanmar,Southeast Asia,Thaton,16.933177,97.36544599999999,Armed Assault,0.0,0.0,Karen National Union,Transportation,Train/Train Tracks/Trolley,1,0,Firearms,Automatic Weapon,,,,0.0,0
1989,2,14,India,South Asia,Senapani,29.060833000000002,79.982778,Hostage Taking (Kidnapping),0.0,0.0,Bodo Militants,Transportation,Train/Train Tracks/Trolley,1,0,Firearms,Rifle/Shotgun (non-automatic),,,,0.0,0
1989,2,15,India,South Asia,Salakati,26.444008,90.364244,Assassination,3.0,0.0,Bodo Militants,Government (General),"Government Personnel (excluding police, military)",1,0,Firearms,Handgun,,,,3.0,1
1989,2,15,India,South Asia,Loria Para,,,Armed Assault,0.0,0.0,Bodo Militants,Police,Police Security Forces/Officers,1,0,Firearms,Automatic Weapon,,,,0.0,0
1989,2,15,India,South Asia,Runikhata,26.634190000000004,90.38189799999999,Armed Assault,0.0,0.0,Bodo Militants,Government (General),Government Building/Facility/Office,1,0,Firearms,Automatic Weapon,,,,0.0,0
1989,2,17,India,South Asia,Unknown,26.200605,92.937574,Bombing/Explosion,0.0,0.0,Bodo Militants,Transportation,Train/Train Tracks/Trolley,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,0.0,0
1989,2,17,India,South Asia,Unknown,26.200605,92.937574,Bombing/Explosion,0.0,0.0,Bodo Militants,Transportation,Train/Train Tracks/Trolley,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,0.0,0
1989,2,17,Myanmar,Southeast Asia,Kawkareik township,16.556038,98.238881,Armed Assault,1.0,2.0,Karen National Union,Transportation,Train/Train Tracks/Trolley,1,0,Firearms,Automatic Weapon,,,,3.0,1
1989,2,18,India,South Asia,Udalguri,26.746018,92.095943,Assassination,1.0,0.0,Bodo Militants,Government (General),"Government Personnel (excluding police, military)",1,0,Unknown,,,,,1.0,1
1989,2,18,India,South Asia,Fakiragram,26.364676,90.18345,Unarmed Assault,1.0,0.0,Bodo Militants,Government (General),"Government Personnel (excluding police, military)",1,0,Other,,,,,1.0,1
1989,2,18,India,South Asia,Danktal,,,Bombing/Explosion,0.0,0.0,Bodo Militants,Transportation,Train/Train Tracks/Trolley,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,0.0,0
1989,2,18,India,South Asia,Kokrajhar district,26.401436,90.266699,Assassination,0.0,0.0,Bodo Militants,Government (General),"Government Personnel (excluding police, military)",1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,0.0,0
1989,2,18,India,South Asia,Bengtol,26.639322999999997,90.476293,Unknown,0.0,0.0,Bodo Militants,Police,Police Security Forces/Officers,1,0,Unknown,,,,,0.0,0
1989,2,18,India,South Asia,Sidli,26.531515000000002,90.45318499999999,Unknown,0.0,0.0,Bodo Militants,Police,Police Security Forces/Officers,1,0,Unknown,,,,,0.0,0
1989,2,18,India,South Asia,Panbari,26.981987,93.883349,Unknown,4.0,0.0,Bodo Militants,Police,Police Security Forces/Officers,1,0,Unknown,,,,,4.0,1
1989,2,19,India,South Asia,Gossaigaon,26.439159000000004,89.978278,Bombing/Explosion,1.0,0.0,Bodo Militants,Police,Police Security Forces/Officers,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,1.0,1
1989,2,21,Myanmar,Southeast Asia,Myawadi,16.687778,98.508333,Bombing/Explosion,1.0,7.0,Karen National Union,Private Citizens & Property,Village/City/Town/Suburb,1,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",,,,8.0,1
1989,2,22,Myanmar,Southeast Asia,Maymyo,22.040897,96.462536,Bombing/Explosion,0.0,0.0,Karen National Union,Transportation,Train/Train Tracks/Trolley,1,0,Explosives/Bombs/Dynamite,Land Mine,,,,0.0,0
1989,3,5,India,South Asia,Unknown,26.200605,92.937574,Bombing/Explosion,0.0,0.0,Bodo Militants,Transportation,Train/Train Tracks/Trolley,0,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,0.0,0
1989,3,5,India,South Asia,Udalguri,26.746018,92.095943,Bombing/Explosion,0.0,0.0,Bodo Militants,Transportation,Bridge/Car Tunnel,0,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,0.0,0
1989,3,14,India,South Asia,Bongaigaon,26.48,90.56,Bombing/Explosion,17.0,50.0,Bodo Militants,Private Citizens & Property,Marketplace/Plaza/Square,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,67.0,1
1989,3,14,India,South Asia,Bongaigaon,26.48,90.56,Bombing/Explosion,0.0,0.0,Bodo Militants,Business,Gas/Oil,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,0.0,0
1989,3,14,India,South Asia,Kokrajhar,26.401436,90.266699,Armed Assault,0.0,1.0,Bodo Militants,Transportation,Train/Train Tracks/Trolley,1,0,Firearms,Automatic Weapon,,,,1.0,1
1989,3,16,India,South Asia,Esuwagaon,,,Bombing/Explosion,0.0,7.0,Bodo Militants,Police,Police Patrol (including vehicles and convoys),1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,7.0,1
1989,3,16,India,South Asia,Kokrajhar District,26.401436,90.266699,Armed Assault,1.0,7.0,Bodo Militants,Police,Police Patrol (including vehicles and convoys),1,0,Firearms,Automatic Weapon,,,,8.0,1
1989,3,27,Myanmar,Southeast Asia,Myawadi,16.687778,98.508333,Bombing/Explosion,0.0,19.0,Karen National Union,Private Citizens & Property,"Public Area (garden, parking lot, garage, beach, public building, camp)",1,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",,,,19.0,1
1989,4,19,Bangladesh,South Asia,Rangamati district,22.65735,92.173271,Hostage Taking (Kidnapping),14.0,0.0,Shanti Bahini - Peace Force,Private Citizens & Property,Laborer (General)/Occupation Identified,1,0,Firearms,Automatic Weapon,,,,14.0,1
1989,4,20,Bangladesh,South Asia,Khagrachari district,23.135309,91.947098,Armed Assault,3.0,0.0,Shanti Bahini - Peace Force,Private Citizens & Property,Village/City/Town/Suburb,1,0,Firearms,Automatic Weapon,,,,3.0,1
1989,4,21,India,South Asia,Kokrajhar,26.401436,90.266699,Armed Assault,7.0,4.0,Bodo Militants,Police,Police Security Forces/Officers,1,0,Firearms,Automatic Weapon,,,,11.0,1
1989,4,22,India,South Asia,Kokrajhar,26.401436,90.266699,Bombing/Explosion,4.0,8.0,Bodo Militants,Police,Police Patrol (including vehicles and convoys),1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,12.0,1
1989,4,27,Myanmar,Southeast Asia,Myawady,16.687778,98.508333,Armed Assault,12.0,0.0,Karen National Union,Private Citizens & Property,Village/City/Town/Suburb,1,0,Firearms,Automatic Weapon,,,,12.0,1
1989,5,1,India,South Asia,Unknown,26.200605,92.937574,Bombing/Explosion,0.0,0.0,Bodo Militants,Transportation,Train/Train Tracks/Trolley,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,0.0,0
1989,5,6,Myanmar,Southeast Asia,Katu,,,Bombing/Explosion,0.0,0.0,Karen National Union,Transportation,Train/Train Tracks/Trolley,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,0.0,0
1989,5,20,Bangladesh,South Asia,Thanchi,21.821096,92.435696,Armed Assault,10.0,0.0,Shanti Bahini - Peace Force,Private Citizens & Property,Village/City/Town/Suburb,1,0,Firearms,Automatic Weapon,,,,10.0,1
1989,5,20,Bangladesh,South Asia,Thanghi,21.821096,92.435696,Hostage Taking (Kidnapping),10.0,0.0,Shanti Bahini - Peace Force,Private Citizens & Property,Unnamed Civilian/Unspecified,1,0,Firearms,Automatic Weapon,,,,10.0,1
1989,6,2,Bangladesh,South Asia,Unknown,,,Bombing/Explosion,4.0,12.0,Shanti Bahini - Peace Force,Business,Restaurant/Bar/Café,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,16.0,1
1989,6,2,Bangladesh,South Asia,dighinala,23.24142,92.063643,Bombing/Explosion,0.0,8.0,Shanti Bahini - Peace Force,Private Citizens & Property,Marketplace/Plaza/Square,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,8.0,1
1989,6,4,Bangladesh,South Asia,Unknown,,,Assassination,1.0,0.0,Shanti Bahini - Peace Force,Journalists & Media,Newspaper Journalist/Staff/Facility,1,0,Firearms,Handgun,,,,1.0,1
1989,6,14,Bangladesh,South Asia,Unknown,,,Assassination,4.0,0.0,Shanti Bahini - Peace Force,Private Citizens & Property,Unnamed Civilian/Unspecified,1,0,Melee,Knife or Other Sharp Object,,,,4.0,1
1989,6,20,India,South Asia,Unknown,26.200605,92.937574,Bombing/Explosion,7.0,14.0,Bodo Militants,Transportation,Train/Train Tracks/Trolley,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,21.0,1
1989,6,22,Bangladesh,South Asia,Mainimukh,,,Armed Assault,3.0,0.0,Shanti Bahini - Peace Force,Military,Military Unit/Patrol/Convoy,1,0,Firearms,Automatic Weapon,,,,3.0,1
1989,6,26,India,South Asia,Barpeta,26.329008,91.005433,Bombing/Explosion,0.0,0.0,Bodo Militants,Transportation,Train/Train Tracks/Trolley,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,0.0,0
1989,6,27,India,South Asia,runikhata,26.634190000000004,90.38189799999999,Bombing/Explosion,10.0,0.0,Bodo Militants,Police,Police Patrol (including vehicles and convoys),1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,10.0,1
1989,6,29,India,South Asia,Gossaigaon,26.439159000000004,89.978278,Bombing/Explosion,6.0,0.0,Bodo Militants,Private Citizens & Property,"Public Area (garden, parking lot, garage, beach, public building, camp)",1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,6.0,1
1989,7,11,India,South Asia,kokrajhar district,26.401436,90.266699,Bombing/Explosion,3.0,4.0,Bodo Militants,Police,Police Patrol (including vehicles and convoys),1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,7.0,1
1989,7,19,Bangladesh,South Asia,Unknown,,,Bombing/Explosion,6.0,22.0,Shanti Bahini - Peace Force,Maritime,,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,,,,28.0,1
1989,7,26,Bangladesh,South Asia,Chittagong,22.347537,91.812332,Armed Assault,6.0,8.0,Shanti Bahini - Peace Force,Private Citizens & Property,Vehicles/Transportation,1,0,Firearms,Automatic Weapon,,,,14.0,1
